Cline	Location	Altitude_meters_above_sea_level	Latitude_degree_North	Longitude_degree_East	Species	Sex	Common_Garden_Temperature_Degree_Centigrade	Phenotype	Phenotype_Unit	Data	Reference	Reference_DOI
Latitude	Wardha	234	21.09	78.39	Drosophila melanogaster	Female	21	TotalLipids	microgram per fly	79.24	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Jaipur	390	26.61	75.25	Drosophila melanogaster	Female	21	TotalLipids	microgram per fly	70.68	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Delhi	216	28.08	77.12	Drosophila melanogaster	Female	21	TotalLipids	microgram per fly	64.54	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Udhampur	755	32.4	75.01	Drosophila melanogaster	Female	21	TotalLipids	microgram per fly	59.26	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Thiruvananthapuram	8	8.29	76.59	Drosophila melanogaster	Female	21	Trehalose	microgram per fly	51.27	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Kochi	0	10.01	76.2	Drosophila melanogaster	Female	21	Trehalose	microgram per fly	58.92	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Anantpur	335	14.41	77.35	Drosophila melanogaster	Female	21	Trehalose	microgram per fly	63.42	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Warangal	302	17.02	77.34	Drosophila melanogaster	Female	21	Trehalose	microgram per fly	72.31	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Wardha	234	21.09	78.39	Drosophila melanogaster	Female	21	Trehalose	microgram per fly	82.12	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Jaipur	390	26.61	75.25	Drosophila melanogaster	Female	21	Trehalose	microgram per fly	86.28	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Delhi	216	28.08	77.12	Drosophila melanogaster	Female	21	Trehalose	microgram per fly	90.33	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Udhampur	755	32.4	75.01	Drosophila melanogaster	Female	21	Trehalose	microgram per fly	105.24	"Parkash R, Aggarwal DD, Kalra B. 2012. Coadapted changes in energy metabolites and body color phenotypes for resistance to starvation and desiccation in latitudinal populations of D. melanogaster. Evolutionary Ecology 26:149-169."	doi:10.1007/s10682-011-9482-x
Latitude	Tirumala	976	13.4	79.42	Drosophila melanogaster	Female	25	Est6	frequency	0.83	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Nagpur	310	21.1	79.09	Drosophila melanogaster	Female	25	Est6	frequency	0.45	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Bhopal	523	23.2	77.41	Drosophila melanogaster	Female	25	Est6	frequency	0.37	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Rohtak	219	28.9	76.57	Drosophila melanogaster	Female	25	Est6	frequency	0.33	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Saharanpur	269	29.6	77.54	Drosophila melanogaster	Female	25	Est6	frequency	0.33	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Dalhousie	1959	33	75.98	Drosophila melanogaster	Female	25	Est6	frequency	0.22	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Kochi	0	9.58	76.28	Drosophila melanogaster	Female	25	Adh	frequency	0.11	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Chennai	6	13.04	80.27	Drosophila melanogaster	Female	25	Adh	frequency	0.13	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Tirumala	976	13.4	79.42	Drosophila melanogaster	Female	25	Adh	frequency	0.16	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila melanogaster	Female	25	Adh	frequency	0.21	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Nagpur	310	21.09	79.09	Drosophila melanogaster	Female	25	Adh	frequency	0.3	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Bhopal	523	23.16	77.41	Drosophila melanogaster	Female	25	Adh	frequency	0.56	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Saharanpur	269	29.58	77.54	Drosophila melanogaster	Female	25	Adh	frequency	0.78	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Dehradun	435	30.18	78.02	Drosophila melanogaster	Female	25	Adh	frequency	0.8	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Jammu	367	32.74	76.24	Drosophila melanogaster	Female	25	Adh	frequency	0.82	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
